,Year,Region,Country,Yields,Prec,Tmean,Tmax,Tmin,SPEI,FertApp,IrrRate,CO2,FACE_dummy,log_Yields,log_CO2,log_Prec,log_Tmean,log_Tmax,PDO,TAG,WPWP,C1,C2,C3,C4,C5,C6,C7,C8,DCV,Trend,Sq_Trend,Asia,EAsia,SEAsia,SAsia,WAsia,CAsia
260,1971,SAsia,India,17110,1030.99,15.68,19.52,12.3,7.76535,13.99191831,18.3,326.32,0,9.747418367,5.787878495,6.938274785,2.752386015,2.971439581,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,0,1,0,0
287,1972,SAsia,India,16046,877.9,15.96,19.89,12.46,1.44741,15.2591273,18.8,327.45,0,9.683214876,5.791335372,6.777532692,2.770085592,2.990217093,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,0,1,0,0
312,1973,SAsia,India,17259,1129.77,16.01,19.8,12.67,-3.36806,16.52638043,19.1,329.68,0,9.756089026,5.798122487,7.029769351,2.773213527,2.985681938,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,0,1,0,0
336,1974,SAsia,India,15744,932.22,15.93,19.85,12.49,1.76004,17.79367984,19.5,330.18,0,9.664214619,5.79963796,6.837568838,2.768204124,2.988204007,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,0,1,0,0
362,1975,SAsia,India,18582,1044.1,15.84,19.67,12.46,4.39872,19.06102199,19.9,331.11,0,9.829948649,5.802450646,6.950910549,2.762538386,2.979094632,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,0,1,0,0
386,1976,SAsia,India,16372,918.99,16.12,19.99,12.67,11.24756,21.12513414,20.5,332.04,0,9.703327838,5.805255444,6.823275241,2.780060737,2.995232149,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,0,1,0,0
412,1977,SAsia,India,19613,1013.93,16.12,19.96,12.74,6.25393,23.18931419,21,333.83,0,9.883947891,5.810631881,6.921589148,2.780060737,2.993730271,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,0,1,0,0
436,1978,SAsia,India,19912,1034.05,15.89,19.63,12.6,8.18824,25.25356465,21.5,335.4,0,9.899077844,5.815323849,6.94123841,2.765689981,2.977059008,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,0,1,0,0
457,1979,SAsia,India,16105,788,16.35,19.9,12.85,4.07803,27.31788556,22,336.84,0,9.686885062,5.81960804,6.66949809,2.794227897,2.990719732,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,0,0,1,0,0
486,1980,SAsia,India,20002,924.81,16.26,19.93,12.83,-2.36917,29.38227145,22.7,338.75,0,9.903587548,5.825262372,6.829588311,2.788708104,2.992226134,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,0,0,1,0,0
510,1981,SAsia,India,19623,937.14,16.02,19.68,12.59,-1.58162,31.44673159,23.1,340.11,0,9.884457627,5.829269095,6.842832684,2.773837942,2.979602892,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,0,0,1,0,0
533,1982,SAsia,India,18497,871.32,16.1,19.88,12.76,-0.08004,33.50974674,23.4,341.45,0,9.825363836,5.833201255,6.770009303,2.778819272,2.989714201,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,0,0,1,0,0
560,1983,SAsia,India,21833,1055.27,15.96,19.75,12.62,0.84228,35.57373844,23.9,343.05,0,9.991177866,5.837876209,6.961551937,2.770085592,2.983153491,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,0,1,0,0
587,1984,SAsia,India,21272,907.78,16,19.86,12.58,3.26006,37.63773331,24.2,344.65,0,9.965146933,5.842529409,6.811002058,2.772588722,2.988707659,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,0,1,0,0
610,1985,SAsia,India,23292,999.26,16.19,19.99,12.76,-5.47233,39.70173117,24.6,346.12,0,10.05586523,5.846785536,6.907015005,2.784393768,2.995232149,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,0,1,0,0
635,1986,SAsia,India,22052,912.96,16.12,19.92,12.72,-1.31419,42.04355643,25.2,347.42,0,10.00115858,5.850534423,6.816692068,2.780060737,2.991724252,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,0,1,0,0
662,1987,SAsia,India,21991,934.26,16.38,20.23,13,-8.67094,44.38538559,25.7,349.19,0,9.998388558,5.855616187,6.839754772,2.796061078,3.007166651,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,0,1,0,0
685,1988,SAsia,India,25486,1019.11,16.35,20.17,13.01,-8.16583,46.72721601,26.3,351.57,0,10.14588456,5.862408838,6.926684976,2.794227897,3.004196352,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,0,1,0,0
709,1989,SAsia,India,26160,885.34,16.07,19.92,12.68,-0.55065,49.06905204,26.7,353.12,0,10.17198681,5.866807943,6.785971752,2.77695418,2.991724252,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,0,1,0,0
735,1990,SAsia,India,26125,1030.05,16.16,19.91,12.91,1.85226,51.41088494,27.3,354.39,0,10.17064799,5.870398002,6.937362624,2.782539053,2.991222118,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,0,1,0,0
762,1991,SAsia,India,26271,931.97,16.12,19.95,12.79,0.41957,53.75272255,27.4,355.61,0,10.17622095,5.873834625,6.837300625,2.780060737,2.993229143,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,0,1,0,0
790,1992,SAsia,India,26092,850.16,16.03,19.84,12.66,-5.97469,56.09569352,27.5,356.45,0,10.16938403,5.876193978,6.745424567,2.774461967,2.987700102,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,0,1,0,0
822,1993,SAsia,India,28303,990.01,16.12,19.99,12.8,-3.68099,58.43876033,27.6,357.1,0,10.25072309,5.878015855,6.897715044,2.780060737,2.995232149,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,0,1,0,0
851,1994,SAsia,India,28645,973.77,16.08,19.9,12.73,0.85276,60.78191587,28.4,358.83,0,10.26273419,5.882848739,6.881175136,2.777576264,2.990719732,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,0,1,0,0
882,1995,SAsia,India,26972,1002.09,16.19,19.93,12.8,1.72505,63.12516546,29.3,360.82,0,10.20255457,5.888379219,6.909843098,2.784393768,2.992226134,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,0,1,0,0
912,1996,SAsia,India,28226,954.62,16.24,20.12,12.88,-3.4869,64.83528176,30.2,362.61,0,10.24799882,5.893327877,6.861313356,2.787477335,3.001714345,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,0,1,0,0
943,1997,SAsia,India,28457,972.59,16.05,19.85,12.75,3.03869,66.5454679,30.9,363.73,0,10.25614945,5.896411834,6.879962616,2.77570885,2.988204007,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,0,1,0,0
977,1998,SAsia,India,28805,1067.69,16.41,20.23,13.14,-0.46025,68.25474491,31.8,366.7,0,10.26830426,5.904544075,6.973252715,2.797890905,3.007166651,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,0,1,0,0
1007,1999,SAsia,India,29782,999.98,16.41,20.29,13.04,-3.03304,69.96506281,32.6,368.38,0,10.30165946,5.909115014,6.907735279,2.797890905,3.010128154,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,0,0,1,0,0
1039,2000,SAsia,India,28508,816.96,16.29,20.12,12.95,-4.59135,71.6754489,33.4,369.55,0,10.25794003,5.912286049,6.705590134,2.790551423,3.001714345,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,0,0,1,0,0
1066,2001,SAsia,India,31158,813,16.54,20.43,13.21,-7.6889,73.38588611,34.3,371.14,0,10.34682631,5.91657935,6.70073111,2.80578169,3.017004409,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,0,1,0,0
1099,2002,SAsia,India,26163,805.21,16.45,20.28,13.13,-13.7511,75.09671974,34.7,373.28,0,10.17210148,5.922328808,6.691103113,2.800325477,3.009635179,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,0,1,0,0
1129,2003,SAsia,India,31177,996.55,16.36,20.23,13.06,-12.39801,76.80635862,35.1,375.8,0,10.34743592,5.929057087,6.904299314,2.794839331,3.007166651,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,0,1,0,0
1162,2004,SAsia,India,29756,889.55,16.44,20.34,13.1,-7.55175,78.51628227,35.5,377.52,0,10.30078607,5.933623547,6.790715717,2.79971739,3.012589391,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,0,1,0,0
1189,2005,SAsia,India,31537,1040.38,16.35,20.19,13.07,-4.03707,80.22517304,35.9,379.8,0,10.35891674,5.939644798,6.94734131,2.794227897,3.005187432,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,0,1,0,0
1218,2006,SAsia,India,31759,868.66,16.62,20.48,13.3,0.31618,81.99816858,36.2,381.9,0,10.36593143,5.945158794,6.766951794,2.810606789,3.0194488,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,0,1,0,0
1253,2007,SAsia,India,32924,1023.42,16.47,20.37,13.16,-1.65811,83.77085683,36.6,383.79,0,10.40195715,5.950095528,6.930905239,2.801540544,3.01406323,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,0,1,0,0
1285,2008,SAsia,India,32509,922.38,16.44,20.31,13.17,0.38527,85.54423193,36.9,385.6,0,10.38927225,5.954800563,6.826957286,2.79971739,3.011113376,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,0,1,0,0
1316,2009,SAsia,India,32366,830.93,16.82,20.79,13.49,-9.43846,87.33033856,37.6,387.43,0,10.38486377,5.959535187,6.722545555,2.822568655,3.034472102,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,0,1,0,0
1359,2010,SAsia,India,33587,1002.47,16.73,20.67,13.49,-11.17032,89.101812,37.7,389.9,0,10.42189437,5.965890296,6.910222234,2.817203515,3.028683374,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,0,1,0,0
1389,2011,SAsia,India,35878,918.11,16.44,20.38,13.19,2.17747,90.86392064,37.7,391.65,0,10.48787957,5.970368584,6.822317209,2.79971739,3.014554028,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,0,1,0,0
1417,2012,SAsia,India,36909,942.81,16.25,20.18,12.99,-5.37836,92.63908942,38.7,393.85,0,10.5162107,5.975970126,6.848864778,2.788092909,3.004692015,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,0,1,0,0
1444,2013,SAsia,India,36070,972.03,16.18,20.14,12.93,-0.63404,94.41179048,39.2,396.52,0,10.49321677,5.982726481,6.879386668,2.783775912,3.002707887,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,0,1,0,0
1476,2014,SAsia,India,35638,830.6,16.24,20.18,13.03,-2.20925,96.18137279,39.2,398.65,0,10.48116776,5.988083839,6.722148331,2.787477335,3.004692015,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,0,1,0,0
1507,2015,SAsia,India,36077,837.17,16.36,20.31,13.17,-5.96874,97.95223313,39.2,400.83,0,10.49341082,5.993537397,6.730027156,2.794839331,3.011113376,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,0,0,1,0,0
13,1961,SEAsia,Indonesia,17623,476.71,9.23,11.31,7.66,5.98822,6.36975193,10.1,317.64,0,9.776960146,5.760918666,6.16690834,2.222459049,2.42568729,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,0,1,0,0,0
40,1962,SEAsia,Indonesia,17855,604.72,9.29,11.3,7.81,4.53861,6.842822075,10.1,318.45,0,9.79003886,5.763465477,6.404765541,2.228938553,2.424802726,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,0,1,0,0,0
67,1963,SEAsia,Indonesia,17226,392.31,9.28,11.38,7.7,0.46235,7.317042351,10.1,318.99,0,9.754175149,5.765159754,5.972052344,2.227861547,2.431857429,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,1,0,0,0
90,1964,SEAsia,Indonesia,17630,638.57,9.25,11.23,7.79,4.02414,7.790112495,10.1,319.62,0,9.777357275,5.76713279,6.459231301,2.224623552,2.418588769,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,1,0,0,0
120,1965,SEAsia,Indonesia,17708,516.75,9.26,11.33,7.73,5.41123,8.263181686,10.1,320.04,0,9.781771794,5.768445988,6.247559199,2.225704049,2.427454075,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,1,0,0,0
146,1966,SEAsia,Indonesia,17748,525.29,9.27,11.32,7.78,4.20191,10.45818043,10.1,321.38,0,9.784028112,5.772624224,6.263950491,2.22678338,2.426571073,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,1,0,0,0
170,1967,SEAsia,Indonesia,17592,451.13,9.24,11.32,7.71,5.51017,12.65202618,10.1,322.16,0,9.775199532,5.775048317,6.111755546,2.223541886,2.426571073,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,1,0,0,0
196,1968,SEAsia,Indonesia,21398,868.07,9.21,11.14,7.81,0.50278,14.84702396,10.1,323.04,0,9.971052739,5.777776155,6.766272357,2.22028985,2.410542234,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,1,0,0,0
215,1969,SEAsia,Indonesia,22487,573.66,9.33,11.36,7.85,-2.97089,17.04087067,10.2,324.62,0,10.02069264,5.782655267,6.352036886,2.233235015,2.430098413,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,1,0,0,0
242,1970,SEAsia,Indonesia,23763,644.91,9.33,11.33,7.88,4.66746,19.23586845,10.2,325.68,0,10.07588503,5.785915304,6.469110772,2.233235015,2.427454075,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,0,1,0,0,0
264,1971,SEAsia,Indonesia,24254,564.45,9.29,11.26,7.82,7.65554,21.42971611,10.2,326.32,0,10.09633683,5.787878495,6.335851806,2.228938553,2.421256623,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,1,0,0,0
292,1972,SEAsia,Indonesia,24556,426.98,9.38,11.42,7.87,1.55683,23.62471199,10.2,327.45,0,10.1087115,5.791335372,6.056737174,2.238579763,2.435366204,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,1,0,0,0
317,1973,SEAsia,Indonesia,25572,794.64,9.4,11.4,7.92,1.45619,25.81855965,10.2,329.68,0,10.14925328,5.798122487,6.677889182,2.240709689,2.433613355,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,1,0,0,0
342,1974,SEAsia,Indonesia,26412,665.42,9.27,11.34,7.75,7.7555,28.01355553,10.2,330.18,0,10.18157373,5.79963796,6.50041842,2.22678338,2.428336298,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,1,0,0,0
367,1975,SEAsia,Indonesia,26297,577.87,9.32,11.4,7.78,4.83976,30.20740318,10.2,331.11,0,10.17721014,5.802450646,6.35934893,2.232162629,2.433613355,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,1,0,0,0
389,1976,SEAsia,Indonesia,27843,467.96,9.26,11.42,7.66,4.32599,35.0474472,10.3,332.04,0,10.23433687,5.805255444,6.148382822,2.225704049,2.435366204,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,1,0,0,0
414,1977,SEAsia,Indonesia,27929,607.67,9.29,11.4,7.74,-1.2209,39.88749313,10.6,333.83,0,10.23742085,5.810631881,6.409631971,2.228938553,2.433613355,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,1,0,0,0
441,1978,SEAsia,Indonesia,28862,740.16,9.31,11.27,7.88,1.21665,44.72638702,10.6,335.4,0,10.27028113,5.815323849,6.606866379,2.231089091,2.422144328,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,1,0,0,0
464,1979,SEAsia,Indonesia,29855,611.53,9.46,11.53,7.96,-0.54353,49.56643295,10.6,336.84,0,10.30410761,5.81960804,6.415964014,2.247072383,2.444952334,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,0,1,0,0,0
489,1980,SEAsia,Indonesia,32928,637.8,9.49,11.57,7.97,-3.49728,54.40647888,10.8,338.75,0,10.40207864,5.825262372,6.458024755,2.250238613,2.448415541,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,0,1,0,0,0
517,1981,SEAsia,Indonesia,34934,653.07,9.59,11.63,8.13,1.4995,59.246521,10.8,340.11,0,10.46121585,5.829269095,6.481684321,2.260720889,2.453587967,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,0,1,0,0,0
544,1982,SEAsia,Indonesia,37363,471.68,9.41,11.62,7.78,-1.32406,64.08657074,10.8,341.45,0,10.52843619,5.833201255,6.15630079,2.241772954,2.452727751,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,0,1,0,0,0
569,1983,SEAsia,Indonesia,38530,613.44,9.53,11.59,8.06,-7.35955,68.92546082,10.8,343.05,0,10.55919244,5.837876209,6.41908246,2.254444718,2.450142657,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,1,0,0,0
594,1984,SEAsia,Indonesia,39060,767.3,9.38,11.39,7.94,2.49592,73.76550293,11.1,344.65,0,10.5728542,5.842529409,6.642877859,2.238579763,2.432735777,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,1,0,0,0
621,1985,SEAsia,Indonesia,39418,627.18,9.42,11.48,7.94,-2.06774,78.60554504,10.4,346.12,0,10.58197784,5.846785536,6.441233581,2.242835089,2.440606391,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,1,0,0,0
643,1986,SEAsia,Indonesia,39773,604.17,9.51,11.54,8.02,0.36779,79.83368683,9.9,347.42,0,10.59094357,5.850534423,6.403855615,2.252343877,2.445819261,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,1,0,0,0
671,1987,SEAsia,Indonesia,40391,498.85,9.63,11.67,8.11,-7.05128,81.06298065,9.4,349.19,0,10.60636227,5.855616187,6.212305449,2.264883226,2.457021446,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,1,0,0,0
695,1988,SEAsia,Indonesia,41108,646.52,9.49,11.45,8.08,-3.72756,82.29227448,9.7,351.57,0,10.62395803,5.862408838,6.471604134,2.250238613,2.43798973,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,1,0,0,0
716,1989,SEAsia,Indonesia,42470,668.23,9.49,11.45,8.06,-2.30905,83.52040863,9.9,353.12,0,10.65655322,5.866807943,6.504632426,2.250238613,2.43798973,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,1,0,0,0
746,1990,SEAsia,Indonesia,43018,658.8,9.54,11.61,8.04,-6.72967,84.74969482,9.8,354.39,0,10.66937391,5.870398002,6.490419998,2.255493485,2.451866796,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,1,0,0,0
768,1991,SEAsia,Indonesia,43465,457.45,9.55,11.57,8.05,-7.61205,85.97783661,10.6,355.61,0,10.6797113,5.873834625,6.125667589,2.256541154,2.448415541,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,1,0,0,0
794,1992,SEAsia,Indonesia,43446,621.39,9.57,11.62,8.11,-9.56359,87.20713043,10.7,356.45,0,10.67927407,5.876193978,6.431958904,2.258633205,2.452727751,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,1,0,0,0
827,1993,SEAsia,Indonesia,43750,624.85,9.56,11.55,8.06,-7.18348,88.43642426,10.5,357.1,0,10.68624689,5.878015855,6.437511621,2.257587727,2.446685437,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,1,0,0,0
861,1994,SEAsia,Indonesia,43453,443.11,9.5,11.46,7.97,0.37578,89.66456604,10.5,358.83,0,10.67943517,5.882848739,6.093818046,2.251291799,2.438862711,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,1,0,0,0
894,1995,SEAsia,Indonesia,43487,715.66,9.61,11.58,8.13,-0.30113,90.89385223,10.3,360.82,0,10.68021732,5.888379219,6.573205194,2.262804223,2.449279472,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,1,0,0,0
925,1996,SEAsia,Indonesia,44168,637.01,9.62,11.61,8.18,2.44911,91.61439514,10.3,362.61,0,10.69575582,5.893327877,6.456785354,2.263844265,2.451866796,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,1,0,0,0
953,1997,SEAsia,Indonesia,44322,358.72,9.61,11.59,8.09,-0.73887,92.33608246,11,363.73,0,10.69923645,5.896411834,5.88254214,2.262804223,2.450142657,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,1,0,0,0
987,1998,SEAsia,Indonesia,41974,823.06,9.7,11.74,8.26,-15.76612,93.05776978,11.4,366.7,0,10.64480566,5.904544075,6.713029102,2.272125886,2.463001814,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,1,0,0,0
1016,1999,SEAsia,Indonesia,42519,576.47,9.53,11.53,8.03,-0.01884,93.77831268,11.5,368.38,0,10.65770631,5.909115014,6.3569233,2.254444718,2.444952334,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,0,1,0,0,0
1049,2000,SEAsia,Indonesia,44007,642.29,9.59,11.59,8.11,8.2661,94.5,11.7,369.55,0,10.69210399,5.912286049,6.465039915,2.260720889,2.450142657,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,0,1,0,0,0
1075,2001,SEAsia,Indonesia,43879,558.49,9.62,11.58,8.13,2.54111,95.22168732,12,371.14,0,10.68919112,5.91657935,6.325236713,2.263844265,2.449279472,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,1,0,0,0
1103,2002,SEAsia,Indonesia,44691,486.91,9.64,11.63,8.11,-4.23483,95.94223022,12.5,373.28,0,10.70752742,5.922328808,6.188079301,2.265921109,2.453587967,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,1,0,0,0
1138,2003,SEAsia,Indonesia,45426,540.61,9.53,11.58,7.97,-4.92578,96.66392517,12.3,375.8,0,10.72383991,5.929057087,6.292698132,2.254444718,2.449279472,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,1,0,0,0
1167,2004,SEAsia,Indonesia,45365,529.25,9.58,11.6,8.03,-7.43272,97.38561249,12.2,377.52,0,10.72249616,5.933623547,6.27146091,2.259677592,2.451005098,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,1,0,0,0
1195,2005,SEAsia,Indonesia,45739,697.56,9.64,11.58,8.21,-11.63013,98.1061554,13,379.8,0,10.7307066,5.939644798,6.547588532,2.265921109,2.449279472,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,1,0,0,0
1230,2006,SEAsia,Indonesia,46201,521.29,9.5,11.49,8.01,-0.43989,100.2746735,13.1,381.9,0,10.74075672,5.945158794,6.256306509,2.251291799,2.441477092,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,1,0,0,0
1262,2007,SEAsia,Indonesia,47052,671.08,9.61,11.57,8.16,-2.91176,102.4420471,12.7,383.79,0,10.75900865,5.950095528,6.508888355,2.262804223,2.448415541,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,1,0,0,0
1295,2008,SEAsia,Indonesia,48948,588.79,9.56,11.51,8.11,2.35576,104.6105728,12.4,385.6,0,10.79851379,5.954800563,6.378069584,2.257587727,2.443216223,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,1,0,0,0
1325,2009,SEAsia,Indonesia,49985,559.92,9.63,11.59,8.16,0.53142,106.7779465,12.1,387.43,0,10.81947824,5.959535187,6.327793916,2.264883226,2.450142657,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,1,0,0,0
1364,2010,SEAsia,Indonesia,50153,1014.98,9.7,11.57,8.4,-11.09689,108.9453201,12.1,389.9,0,10.82283361,5.965890296,6.922624187,2.272125886,2.448415541,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,1,0,0,0
1392,2011,SEAsia,Indonesia,49802,552.73,9.58,11.48,8.16,3.14883,111.1138458,11.9,391.65,0,10.81581042,5.970368584,6.314869636,2.259677592,2.440606391,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,1,0,0,0
1421,2012,SEAsia,Indonesia,51360,548.91,9.62,11.57,8.16,1.39359,113.2812195,11.9,393.85,0,10.84661494,5.975970126,6.307934494,2.263844265,2.448415541,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,1,0,0,0
1457,2013,SEAsia,Indonesia,51520,790.65,9.7,11.61,8.3,-7.78736,115.4497452,11.8,396.52,0,10.84972536,5.982726481,6.672855392,2.272125886,2.451866796,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,1,0,0,0
1482,2014,SEAsia,Indonesia,51348,649.39,9.68,11.63,8.26,-5.56151,117.6171112,11.8,398.65,0,10.84638127,5.988083839,6.476033461,2.270061901,2.453587967,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,1,0,0,0
1514,2015,SEAsia,Indonesia,53411,430.15,9.68,11.66,8.19,-9.70775,119.7856369,11.7,400.83,0,10.885772,5.993537397,6.064133985,2.270061901,2.456164181,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,0,1,0,0,0
24,1961,WAsia,Iran,21429,207.51,12.96,16.66,9.07,-1.88581,3.88717447,7.9,317.64,0,9.972500424,5.760918666,5.335179531,2.561867691,2.813010637,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,0,1,0
49,1962,WAsia,Iran,28367,178.63,12.86,16.63,8.87,-2.42642,4.17601007,8,318.45,0,10.25298178,5.763465477,5.185316627,2.554121719,2.811208293,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,0,0,0,1,0
75,1963,WAsia,Iran,28700,150.49,12.94,16.52,9.23,2.74415,4.464819297,8.1,318.99,0,10.2646524,5.765159754,5.013896637,2.560323289,2.804571768,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,0,0,1,0
97,1964,WAsia,Iran,28665,137.21,12.9,16.49,9.16,3.68034,4.753619414,8.2,319.62,0,10.26343215,5.76713279,4.921512599,2.557227311,2.802754137,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,0,0,1,0
125,1965,WAsia,Iran,28389,165.49,12.83,16.44,8.94,5.36501,5.042393453,8.2,320.04,0,10.25375703,5.768445988,5.10891077,2.551786179,2.79971739,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,0,0,1,0
147,1966,WAsia,Iran,25594,211.05,13.06,16.74,9.26,-1.07868,7.438964819,8.3,321.38,0,10.15011323,5.772624224,5.352095072,2.569554124,2.817801065,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,0,0,1,0
175,1967,WAsia,Iran,27988,143.41,12.58,16.24,8.77,6.24063,9.83403442,8.4,322.16,0,10.23953113,5.775048317,4.965707661,2.532108251,2.787477335,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,0,0,1,0
198,1968,WAsia,Iran,27374,99.43,12.64,16.31,8.79,11.80541,12.230242,8.5,323.04,0,10.21734894,5.777776155,4.599453879,2.536866389,2.791778417,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,0,0,1,0
225,1969,WAsia,Iran,28022,226.43,12.45,16.15,8.62,13.02261,14.62497006,8.5,324.62,0,10.24074519,5.782655267,5.422435846,2.521720623,2.78192005,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,0,0,1,0
